Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
3,2018,40322,3,1,1,44.45795455,1197,81.86,5,5.5,22
6,2013,52576,3,1,1,30.57954545,1493,100,5,4.35,21
11,2010,55000,3,1,1,38.74193182,1198,73.9,5,2.25,23
6,2016,47000,3,0,1,35.89568182,1798,187.74,5,24.5,9
4,2010,42021,2,1,1,32.085,1968,105,5,5.45,23
1,2017,23163,3,1,1,35.96625,1591,121.3,5,12.03,22
6,2011,50000,3,0,2,27.61568182,1796,186,5,8.5,8
6,2014,11900,3,0,1,39.56522727,1998,189.08,4,28.5,7
9,2006,108000,3,1,2,39.98863636,1086,63,5,1.2,22
2,2013,37000,2,1,1,48.8313,1364,67.04,5,5.75,14
5,2014,30000,3,1,2,45.63409091,1198,86.8,5,3.2,21
1,2018,12831,3,0,1,50.33863636,1197,83.1,5,9.89,25
1,2012,143017,2,0,1,41.4,1968,138.1,5,6.58,18
3,2018,13102,3,1,1,49.63295455,814,55.2,5,4.06,22
1,2019,24950,2,1,1,42.1659,1461,108.45,5,13.37,20
1,2011,57832,2,0,1,33.534,2993,258,5,25.82,10
3,2016,34267,3,1,1,53.49068182,796,47.3,5,3.74,25
2,2015,33000,2,0,2,34.776,1984,150,5,22,11
7,2007,55100,3,1,1,44.45795455,998,67.1,5,1.45,25
11,2008,40000,3,1,1,41.63522727,1497,78,5,2,21
3,2017,31841,4,1,1,22.59826009,1196,73,5,4.7,25
11,2014,15000,3,1,1,32.22613636,1399,98.79,8,3.75,29
1,2016,82756,2,1,1,33.0372,2523,62.1,7,7.7,17
1,2012,50243,3,1,1,42.10568182,1086,62.1,5,3.35,22
4,2014,20600,3,1,1,49.63295455,814,55.2,5,2.6,22
1,2017,29952,3,0,1,30.57954545,1591,121.3,5,13.77,22
6,2017,15000,3,1,2,37.84806818,1598,103.5,5,7.1,23
9,2008,61938,3,0,2,30.34431818,1799,130,5,2.65,21
4,2014,67000,2,1,1,46.161,1248,74,5,2.5,26
3,2013,61672,2,1,1,33.12,2179,140,7,7.53,17
1,2017,26185,3,1,1,43.75227273,1197,81.83,5,7.98,22
2,2014,38000,2,0,2,29.3112,1968,174.3,5,39,9
8,2011,67000,3,1,2,43.51704545,1197,85.8,5,2.25,25
8,2010,66000,3,1,2,30.97943182,1999,114,5,3.85,15
4,2015,80883,2,1,1,26.496,2494,102,7,13.5,14
4,2016,80219,2,1,1,57.1734,793,47,5,3.5,25
5,2018,12923,2,1,1,51.957,1248,88.5,5,8.92,25
1,2016,86642,2,0,1,31.4019,1968,181,5,20.37,9
2,2016,19235,2,0,1,45.0432,1995,190,5,36.5,10
1,2016,51002,2,0,1,23.4531,4134,335.2,7,48.91,9
9,2016,6800,3,1,1,43.75227273,1197,81.83,5,7.2,22
4,2012,82749,2,1,1,39.3507,1461,108.45,5,5.99,20
9,2016,51000,2,1,1,50.508,1120,71,5,5.25,22
5,2014,31465,2,1,1,46.989,1498,89.84,5,6.5,19
4,2013,76476,3,1,1,38.74193182,1198,73.9,5,4.4,23
11,2017,14000,2,1,1,49.68,1120,70,5,4.6,22
7,2013,47000,2,1,1,43.7184,1248,88.8,5,2.95,26
11,2011,48466,3,1,1,39.98863636,1497,118,5,3.26,21
2,2008,46000,3,1,2,42.15272727,1086,62.1,5,2.22,22
4,2012,162663,2,1,1,26.8893,2494,100,7,10.5,14
1,2017,25142,2,1,1,58.1463,1248,88.5,5,8.26,25
5,2013,69000,2,1,1,25.9785,2982,169,7,14.45,14
8,2009,80524,3,1,2,35.98977273,1596,101,5,2.5,19
3,2018,26405,3,0,1,29.63863636,1950,191.34,5,51.43,8
8,2014,45000,2,1,1,32.706,2148,170,5,23,8
11,2012,64284,2,1,1,36.6804,1968,108.49,5,5.5,18
5,2015,27000,3,1,1,44.45795455,1197,82,5,4.5,22
4,2018,3678,3,1,1,42.71727273,1196,86.8,5,6.8,19
6,2013,21000,3,1,1,39.51818182,1395,138.02,5,8.75,18
6,2015,67000,2,1,2,41.1309,1461,83.8,5,7,20
5,2015,24000,2,0,2,32.4576,1999,177,5,33.5,3
8,2011,75000,2,1,2,41.4,1399,68,5,2.25,19
4,2008,179000,2,0,2,26.496,2953,156,7,4.24,19
1,2017,47198,2,1,1,25.9785,2982,168.5,7,28.42,14
11,2012,52000,2,1,1,45.6849,1199,73.9,5,2.75,23
10,2011,91000,2,1,1,48.024,1248,73.94,5,3,25
9,2013,60000,2,1,1,47.7756,1461,63.1,5,3.55,24
11,2013,37873,2,1,1,46.2024,1582,126.32,5,4.8,22
11,2011,31000,3,0,1,25.40454545,2497,150,5,13.5,10
9,2017,129000,2,0,1,22.77,2987,258,7,56,8
4,2004,78000,3,0,1,28.22727273,2354,187.4,5,3.99,21
2,2016,32000,2,0,1,35.2107,1582,126.2,5,15.5,22
10,2010,59000,3,1,2,46.59852273,1086,68.05,5,2.32,22
3,2016,35437,2,0,1,41.4,2143,136,5,18.58,8
10,2014,98000,3,1,1,37.68340909,1373,93.7,7,5.5,25
8,2006,72000,2,1,2,38.709,1896,66,5,3.2,18
9,2015,79000,3,1,1,42.34090909,1198,86.7,5,4,21
8,2004,29000,3,1,1,40.69431818,993,60,5,1.6,25
3,2013,66012,3,1,1,36.46022727,1586,103.3,5,4.15,25
6,2014,35000,3,0,1,38.8125,1198,86.8,5,4.25,21
7,2011,75000,3,1,1,44.45795455,998,67.1,5,2.6,25
6,2008,80000,3,0,2,28.4625,2362,164.7,5,3.43,14
3,2012,32717,3,1,1,43.75227273,1199,79.4,5,2.55,29
5,2017,25000,2,0,1,25.9785,2982,168.5,7,32,14
6,2014,79000,2,1,1,46.989,1498,89.84,5,6.25,19
4,2010,86000,2,1,2,36.846,1248,75,5,3.6,25
9,2010,137000,2,0,1,27.945,2987,282,5,18.5,8
6,2015,25000,3,1,2,40.69431818,1497,117.3,7,4.25,21
6,2017,8500,3,1,2,44.45795455,1197,82,5,4.8,22
2,2015,34000,2,0,1,33.12,2179,140,7,13,17
9,2012,41629,3,1,2,34.88420455,1598,105,5,2.25,18
4,2009,80227,3,1,1,42.15272727,1086,62.1,5,2.3,22
3,2019,8587,3,1,1,35.96625,1591,121.3,5,13.56,22
5,2017,30000,2,1,1,31.878,1997,120,7,12.25,17
9,2013,64186,2,1,1,42.435,1598,103.5,5,3.76,18
1,2015,76427,2,1,1,39.3507,1461,108.45,5,8.58,20
4,2011,75000,2,0,1,24.219,2993,245,5,27.5,10
1,2013,27075,3,1,1,41.4,1496,88.73,5,4.95,14
7,2012,30000,3,1,1,52.92613636,998,67.04,5,3.3,25
8,2016,69434,3,1,1,37.16590909,1591,121.3,5,8,22
10,2014,56000,3,1,1,54.3375,998,67.04,5,2.79,25
1,2017,49275,2,0,1,26.289,2179,187.7,5,45.64,3
9,2014,8700,3,1,1,43.75227273,1199,76.8,5,2.55,29
7,2014,18000,3,1,2,59.74772727,624,37.5,4,1,26
1,2017,41041,2,0,1,36.5976,1968,174.33,5,37.56,9
3,2009,80464,2,0,2,22.77,2987,198.5,5,9.29,8
3,2019,20667,3,1,1,51.75,1197,81.8,5,6.37,25
1,2013,60283,3,1,1,34.34318182,1368,112,5,2.98,27
3,2017,31696,3,1,1,47.98636364,1197,81.8,5,5.75,25
4,2010,100000,2,1,1,23.805,2982,171,7,13,14
6,2014,13361,3,1,1,37.68340909,1373,93.7,7,6.8,25
1,2010,48394,3,0,1,28.34488636,1995,154,5,10.49,10
10,2014,47399,3,1,1,37.68340909,1373,93.7,7,5.6,25
6,2010,69000,3,0,2,39.51818182,1497,118,5,2.85,21
1,2013,65278,2,1,1,30.3462,2199,194.3,7,8.36,22
10,2005,108000,2,1,1,35.19,1405,70,5,1,26
11,2010,50645,3,0,2,25.71034091,2497,204,5,10.75,8
4,2011,130002,2,1,1,39.951,1248,73.9,5,3.85,25
4,2012,107000,2,1,1,36.846,1399,67,5,3,19
1,2015,41950,3,0,1,42.34090909,1497,117.3,5,9.6,21
5,2012,109000,2,1,1,26.91,2982,168.5,7,13.25,14
6,2016,9000,3,1,1,42.34090909,1198,86.7,5,5.75,21
5,2014,43900,2,1,1,46.6578,1396,88.73,5,6.75,22
2,2013,64000,2,1,2,37.674,1248,73.8,7,4.85,29
3,2019,13190,3,0,1,27.99204545,1950,181.43,5,38.99,8
6,2009,77652,3,0,1,29.63863636,1586,103.2,5,2.85,25
6,2012,55000,2,1,1,26.8893,2494,100,7,9.51,14
7,2012,59900,2,0,2,38.2536,1995,177,5,18.5,10
5,2015,73539,2,1,1,39.3507,1461,108.45,5,6.75,20
1,2017,31645,2,0,1,42.8076,1995,190,5,29.4,10
3,2009,69690,3,1,1,41.63522727,1497,78,5,3.29,21
5,2016,41000,2,1,1,58.1463,1248,88.5,5,9.5,25
9,2010,109200,3,1,2,41.16477273,1298,85.8,5,2.2,25
9,2012,80000,2,1,1,31.257,2179,140,7,6.5,17
7,2007,51000,3,1,1,31.75568182,1799,130,5,4.9,21
9,2013,105000,2,1,2,52.7229,1248,88.5,7,6.75,25
8,2013,179000,2,1,1,48.8313,1364,67.04,5,3.8,14
5,2013,12100,3,0,1,23.2875,1984,207.8,2,29.5,9
4,2017,31000,2,1,1,43.7391,1498,108.4,5,10.5,18
4,2015,50000,2,1,1,41.6898,1498,88.8,5,6.2,23
10,2009,48000,2,0,1,35.19,1896,105,5,5,18
8,2007,35000,2,1,1,39.744,1461,65,5,2.3,17
7,2016,100200,2,0,1,23.5152,2755,171.5,7,17,14
2,2014,47000,2,0,1,39.0816,1995,184,5,25.5,10
10,2015,63642,2,1,1,56.511,1498,98.6,5,5.65,21
3,2015,62550,2,1,1,53.406,1498,98.6,5,5.6,21
3,2015,37340,2,0,1,33.8652,2179,187.7,5,29.98,5
1,2016,38461,2,1,1,55.0413,1248,74,5,7.39,25
10,2018,29000,2,1,1,35.397,1956,170,5,19,12
9,2010,31000,3,1,1,29.40340909,1794,132,5,5,14
11,2011,42086,3,1,1,39.98863636,1497,118,5,3.35,21
8,2013,49000,3,1,1,43.75227273,1197,85.8,5,4.45,25
1,2019,77240,2,0,1,46.2024,1582,126.32,5,8.31,22
10,2012,105000,2,1,2,33.0372,2523,62.1,7,6,17
8,2014,35000,2,1,1,47.403,1248,74,5,5.25,25
8,2006,83072,3,1,1,39.98863636,1086,63,5,1.4,22
4,2012,202082,2,0,1,36.5976,1968,174.33,5,12.3,9
8,2004,129000,3,1,3,32.46136364,1299,70,5,1.5,19
1,2018,33558,2,1,1,41.6898,1498,88,5,8.12,23
1,2012,60271,2,1,1,28.152,2523,63,7,6.12,17
1,2017,45366,2,1,1,51.957,1498,98.6,5,10.88,21
11,2014,9500,3,1,1,42.81136364,1199,82.5,5,3.5,29
3,2016,42362,3,1,1,43.75227273,1197,81.83,5,6.15,22
8,2016,21000,2,0,1,35.2935,1995,184,5,33,10
6,2012,15200,2,0,1,31.1742,1995,177,5,13.5,10
6,2015,43690,2,0,1,25.9785,2982,168.5,7,17.11,14
3,2014,79926,2,0,1,23.4531,4134,335.2,7,29.77,9
11,2013,53073,2,1,1,42.9939,1248,88.76,7,5.95,25
2,2015,59000,3,1,1,43.51704545,1197,80,5,5.75,22
2,2006,47088,3,0,2,23.82852273,3498,364.9,5,19,8
7,2014,55000,2,1,1,42.3315,1461,83.8,5,4.75,20
4,2013,80430,2,1,2,35.6247,1493,100,7,3.3,17
5,2013,71932,2,0,1,25.9785,2982,168.5,7,16.5,14
6,2014,19000,2,0,1,33.0579,2993,258,7,44,10
4,2011,81759,2,1,1,39.951,1248,73.9,5,4.39,25
3,2018,52010,2,1,1,52.164,1248,74,5,6.2,25
3,2016,58953,3,0,1,31.82625,1984,177.01,5,24.22,9
6,2008,93000,2,1,3,21.735,2835,107.2,6,5.45,15
5,2016,10000,2,0,1,33.8652,2179,187.7,5,44,5
1,2019,40674,2,0,1,23.5152,2755,171.5,7,24.82,14
6,2015,50000,2,0,1,39.951,1968,141,5,11.69,18
2,2018,1331,3,0,1,33.59045455,1798,138.03,5,20,14
9,2010,60000,3,1,1,46.33977273,796,35,8,1.45,25
6,2018,10003,2,0,1,37.053,2143,170,5,48.5,8
6,2016,25000,2,0,1,44.505,1498,108.5,5,9.45,23
7,2015,73000,2,1,1,33.12,2179,140,7,12.5,17
4,2014,59962,2,1,1,42.3315,1461,83.8,5,6.9,24
10,2012,72000,2,1,2,46.2024,1582,126.32,5,5.8,22
1,2016,20967,2,0,1,30.4083,2993,258,5,44.56,10
2,2015,35000,2,1,2,31.878,2179,120,7,8.5,17
1,2017,38056,2,1,1,49.473,1582,126.2,5,10.7,22
9,2009,94000,2,0,2,24.9849,2967,241.4,7,12,9
1,2010,64236,3,1,1,34.57840909,1150,76,5,2.44,29
11,2000,124000,2,1,1,28.152,2523,63,7,1.95,17
6,2014,7400,3,1,1,44.92840909,1197,82,5,4.35,22
4,2017,52000,2,1,1,28.3176,2393,147.8,8,17.5,14
4,2015,68764,3,1,1,49.63295455,814,55.2,5,2.9,22
5,2013,64000,2,1,1,45.6849,1199,73.9,5,2.9,23
9,2016,21558,2,1,1,50.301,1248,88.5,5,8.9,25
6,2013,37500,2,0,1,39.0816,1995,184,5,16.75,10
1,2016,14077,3,1,1,49.63295455,814,55.2,5,3.95,22
6,2009,70000,3,1,1,39.98863636,1497,118,5,2.1,21
3,2011,54316,3,1,2,30.10909091,2354,177.6,5,4.29,21
4,2009,90764,2,1,1,28.98,2498,112,8,3.85,17
8,2009,137000,2,0,2,27.324,1995,170,5,9,10
9,2013,127000,3,1,2,39.51818182,1497,116.3,5,4.5,21
3,2016,51884,2,1,1,33.12,2179,140,7,12.46,17
5,2014,67407,2,1,1,44.0289,1396,88.76,5,4.65,22
4,2014,107825,2,1,1,26.91,2982,168.5,7,20.5,14
8,2006,82453,2,1,1,28.152,2523,63,8,2.9,17
8,2007,30441,3,1,1,37.40113636,1298,85,5,1.45,25
8,2002,70000,3,1,3,47.75113636,1086,63,5,0.65,22
6,2016,11000,2,0,1,42.849,1496,113.98,5,29.5,7
4,2015,61000,2,0,1,32.5611,1968,174.33,5,25,9
5,2013,48454,3,1,2,39.98863636,1197,80,5,3.5,22
10,2017,37000,2,1,1,29.187,2179,154,7,11.25,26
3,2017,32249,2,1,1,45.333,1498,98.6,7,10.79,21
11,2013,58000,2,1,1,40.0131,1968,138.03,5,5.9,23
10,2017,28360,3,1,1,44.92840909,1197,81.86,5,5.12,22
6,2017,7000,3,1,1,49.13897727,1197,81.8,5,5.7,25
1,2016,19658,2,0,1,37.5084,1995,190,5,35.84,10
4,2007,92000,3,1,1,32.46136364,1299,70,5,1.25,19
11,2013,25000,3,1,1,47.89227273,1197,78.9,5,2.65,22
1,2016,37882,2,1,1,46.2024,1582,126.3,5,9.19,22
2,2014,69330,2,0,1,33.2649,1995,181,5,23.5,10
5,2011,61000,3,0,1,28.93295455,1796,185,5,12.5,8
11,2010,35000,3,1,2,43.75227273,1199,79.4,5,1.5,29
10,2004,200000,3,1,1,42.15272727,1086,63,5,0.8,22
10,2009,82000,2,1,2,27.945,1405,88,5,0.75,26
5,2012,72450,2,1,1,31.257,2179,140,7,8.1,17
10,2017,36381,2,1,1,58.1463,1248,88.5,5,9.75,25
1,2017,25559,2,0,1,40.7997,2143,201.15,5,37.93,8
8,2005,100000,3,0,3,38.57727273,1497,78,5,1.96,21
10,2015,94000,2,0,1,23.805,2982,169,7,20.5,14
2,2011,64357,3,1,1,56.61920455,998,67.1,5,2.75,25
6,2017,10501,3,0,1,22.18193182,1999,237.4,5,75,5
8,2009,47000,2,1,1,45.333,1396,90,5,2.8,22
6,2017,18000,3,0,1,37.63636364,1497,117.3,7,9.25,21
8,2007,89000,3,1,1,31.52045455,1794,125,5,3,14
1,2014,49964,2,0,1,36.5976,1968,174.33,5,23.89,9
6,2014,35000,2,1,1,26.8893,2494,100.6,7,12.75,14
10,2014,64000,2,1,1,49.68,1120,70,5,4.15,22
6,2013,36000,3,0,1,34.81363636,1598,105,5,4.65,23
5,2012,78600,2,1,1,26.496,2494,102,7,8.9,14
10,2008,170000,2,1,2,34.776,1493,110,5,1.5,22
9,2015,65000,2,1,2,48.024,1248,73.94,5,3.27,25
9,2008,120300,2,0,2,24.9849,2967,241.4,7,18,9
9,2016,21000,3,1,1,43.75227273,1197,81.83,5,6.3,22
1,2017,18108,2,1,1,50.301,1248,88.5,5,11.31,25
9,2014,58407,3,1,1,40.92954545,1497,117.3,5,6.16,21
9,2014,49500,3,1,1,48.76261364,1373,91.1,5,6,25
3,2013,37199,3,0,1,41.16477273,1498,99.6,5,5.43,24
4,2012,62000,2,1,1,45.6849,1199,73.9,5,4.65,23
4,2015,59000,2,1,1,42.9939,1248,88.8,7,7.5,25
10,2015,60000,2,1,1,55.0413,1248,74,5,6.25,25
2,2007,39037,2,0,1,30.7188,2143,170,5,9.25,8
6,2013,17003,3,1,1,45.63409091,1198,86.8,5,3.15,21
4,2008,80400,3,1,1,37.63636364,1086,66.7,5,2.3,22
10,2012,75200,2,1,1,46.2024,1582,126.32,5,5.25,22
3,2017,41217,2,1,1,58.1463,1248,88.5,5,7.4,25
9,2006,98293,3,1,2,32.46136364,1299,70,5,1.55,19
9,2017,54000,3,1,2,38.10681818,1199,74,5,6,23
8,2016,17377,3,1,1,43.9875,1199,88.7,5,5.9,21
2,2013,33800,2,1,2,53.406,1498,98.6,5,4.7,21
4,2015,86157,2,1,1,46.6578,1396,88.73,5,6.5,22
4,2012,146824,2,1,1,43.677,1248,73.9,5,3.55,25
8,2014,55000,3,1,1,39.51818182,1497,116.3,5,7.1,21
4,2010,53293,3,1,1,30.90886364,1798,160,5,6,18
9,2017,38000,2,1,1,50.301,1248,88.5,5,7.99,25
2,2009,64000,3,1,2,39.98863636,1197,80,5,4.1,22
4,2017,25058,3,0,1,56.61920455,998,67.1,5,3.95,25
3,2016,36700,3,1,1,49.63295455,814,55.2,5,4.38,22
6,2011,35000,3,1,1,47.89227273,1197,78.9,5,2.75,22
1,2016,22732,3,0,1,42.57613636,3498,306,2,55.54,8
4,2014,48000,2,0,1,38.3571,1968,187.74,5,29,9
2,2013,62084,2,1,1,47.1339,1498,98.59,5,6.6,19
11,2012,39273,2,0,1,29.601,1968,140,5,6.99,23
2,2017,64798,2,1,1,28.3176,2393,147.8,7,18.75,14
10,2010,100002,2,1,3,41.4,1399,68,5,1.28,19
9,2006,78000,3,1,3,34.08443182,1399,92.7,5,1.2,29
1,2013,57717,3,1,1,43.51704545,1197,85.8,5,4.31,25
8,2011,109000,2,0,1,25.6473,2179,147.51,5,16.5,6
1,2017,74515,3,1,1,44.45795455,1197,82,5,5.64,22
1,2017,50484,2,0,1,22.5837,3198,197.2,7,31.12,19
3,2013,13452,2,0,1,26.496,1968,167.6,5,25.46,9
3,2017,37688,3,1,1,40.01215909,1591,121.3,5,7.88,22
8,2017,34000,2,0,1,26.91,2143,204,5,36,8
9,2014,120000,2,0,1,31.5882,2987,165,5,30,8
9,2008,64000,3,1,2,41.16477273,1298,85.8,5,2.85,25
5,2011,100000,3,1,1,30.57954545,1343,90,5,3.5,21
10,2014,75000,2,1,1,42.3522,1461,83.8,5,7.5,20
4,2012,86000,2,0,1,30.7188,2143,170,5,19,8
4,2015,69000,2,0,1,33.0579,2993,258,5,54,10
3,2015,41721,3,1,1,44.92840909,1197,82,5,4.7,22
4,2017,13000,3,0,1,51.75,1197,81.8,5,8.5,25
11,2013,38998,2,0,1,33.2649,1995,181,4,17,10
3,2017,54250,3,1,1,53.49068182,796,47.3,5,3.51,25
2,2013,45979,2,0,2,35.4177,1968,174.33,5,19.5,9
9,2012,37000,3,0,2,31.99090909,1598,181,4,17,7
1,2015,46983,2,0,2,24.9849,2967,241.4,7,43.35,9
2,2012,40700,2,1,1,52.6608,936,57.6,5,2.65,29
3,2015,43828,3,1,1,48.24511364,998,67.04,5,3.52,25
11,2016,53000,2,1,1,39.3507,1461,108.5,5,6.25,24
7,2015,100000,2,0,1,39.0816,1995,184,5,24.75,10
6,2015,19000,3,1,1,49.04488636,1197,83.14,5,5.25,25
10,2016,84000,2,1,1,36.6804,1968,108.5,5,11,18
3,2018,37630,3,0,1,36.76602273,1499,110.4,5,9.1,19
8,2010,67714,3,1,1,43.51704545,1197,80,5,3.25,22
9,2017,32000,2,1,1,31.05,1248,88.5,5,8.5,25
9,2010,51000,3,1,1,38.10681818,1599,103.2,5,3.1,22
3,2015,58390,2,0,1,39.0816,1995,184,5,19.86,10
11,2017,14000,2,1,1,49.68,1186,73.97,5,4.9,22
5,2014,55818,3,1,2,40.92954545,1497,117.3,5,5.7,21
8,2006,97800,3,1,3,37.87159091,1197,84,5,1.75,25
11,2012,52241,2,1,1,52.164,1248,74,5,2.9,25
1,2018,25433,2,1,1,56.6973,1248,74,5,7.83,25
3,2015,40611,2,1,1,28.98,2179,138.1,7,8.15,26
2,2008,72000,3,1,2,31.05,1495,94,5,2,22
4,2016,54631,2,1,1,52.164,1248,74,5,6.25,25
2,2007,60000,2,1,2,36.846,1248,74,5,3.4,25
1,2016,24941,3,0,1,51.51477273,624,37.48,4,3.19,26
7,2017,63939,2,1,1,52.7229,1248,88.5,7,7.75,25
5,2014,35214,3,0,2,54.3375,998,67.04,5,3.2,25
5,2015,63000,2,1,1,52.164,1248,74,5,4.9,25
3,2012,121377,3,1,1,35.37818182,1598,103.6,5,3.8,23
8,2009,100970,2,0,1,32.085,1896,105,5,4,23
4,2014,60000,2,0,2,42.849,1496,113.98,5,23.5,7
8,2008,77650,2,1,1,35.604,1396,53.5,5,1.15,26
4,2007,71297,3,1,1,39.98863636,1086,63,5,2.2,22
6,2008,55001,2,0,2,15.525,2993,244,5,26.5,3
2,2015,18955,3,0,1,42.34090909,1497,117.3,5,10.65,21
1,2016,47877,2,0,1,33.8652,2179,187.7,5,35.68,5
3,2017,43368,2,0,1,31.05,2143,204,5,31.94,8
8,2011,73000,2,1,3,37.881,1991,147.9,5,4.2,29
7,2015,72007,2,1,1,31.257,2179,140,7,9.9,17
3,2014,56778,3,0,1,27.61568182,1796,186,5,15.46,8
3,2018,20024,3,1,1,42.81136364,1199,88.7,5,8.46,21
11,2013,42103,3,1,1,39.47113636,1496,88.73,5,3.25,14
4,2012,67147,3,1,1,46.33977273,796,46.3,5,2.6,25
1,2016,37806,3,1,1,47.98636364,1197,81.8,5,5.2,25
9,2009,85000,3,1,3,44.69318182,998,66.1,5,1.8,25
8,2011,35000,3,1,1,59.74772727,624,37.48,4,1.6,26
11,2015,72035,2,1,1,52.785,1498,99,5,2.5,19
10,2011,48500,3,1,1,37.63636364,1368,90,5,2.5,27
1,2017,28854,3,1,1,42.71727273,1196,86.8,5,6.7,19
4,2005,92450,3,1,1,36.225,1590,94,5,1.2,25
1,2016,14351,2,0,1,39.0816,1995,184,5,35.55,10
10,2017,51087,2,1,1,37.053,1998,163.7,5,7.75,29
8,2005,50000,2,1,1,26.289,2609,116.6,8,1.94,17
4,2016,73000,2,1,1,51.75,1396,69,5,2.2,26
7,2011,60000,2,0,1,37.467,1991,147.9,4,3.8,29
8,2016,50000,2,1,1,26.496,2494,102,8,15.65,14
1,2018,36797,2,0,1,39.8889,2143,167.62,5,39.47,8
11,2011,50000,3,1,2,43.51704545,1197,85.8,5,1.5,25
7,2013,94000,2,1,1,26.496,2494,102,8,8.85,14
2,2013,74000,2,1,2,25.9785,2982,168.5,7,17.9,14
1,2014,41016,3,0,2,39.87102273,1197,78.9,5,5.08,22
2,2012,67000,2,1,1,46.2024,1582,126.32,5,6.25,22
2,2015,76927,2,0,1,32.5611,1968,174.33,5,22.75,9
11,2010,17088,3,1,1,43.75227273,1199,79.4,5,1.46,29
9,2007,112808,2,1,2,36.846,1399,68,5,2.05,19
1,2014,74980,2,1,1,41.4,1399,68,5,4.08,19
4,2014,44600,3,0,1,54.3375,998,67.04,5,4.55,25
6,2013,37000,2,0,1,41.4,2143,107.3,5,14,8
7,2016,21000,3,1,1,37.16590909,1591,121.3,5,10.9,22
2,2010,81245,3,1,1,44.45795455,998,67.1,5,2.45,25
5,2013,70000,2,0,1,20.7,2148,170,5,15.8,8
6,2017,4018,3,1,1,44.41090909,1499,110.4,5,8.25,19
5,2013,70000,2,0,2,28.4211,1995,148,5,8.5,20
1,2016,56532,2,1,1,33.12,2179,140,7,15.54,17
4,2013,26875,3,1,1,39.51818182,796,34.2,8,2.35,25
1,2015,72599,3,1,1,52.92613636,998,67.04,5,4.32,25
10,2008,205000,2,1,2,27.117,2499,141,7,3.9,19
4,2011,98000,2,1,2,46.2024,1582,126.32,5,5.2,22
6,2018,19500,3,1,1,43.75227273,1197,81.83,5,5.85,22
2,2013,68000,3,1,2,37.68340909,1373,93.7,7,6.25,25
1,2019,19654,2,0,1,28.98,2179,155,7,17.63,17
6,2017,26000,2,1,1,48.9555,1248,88.5,5,9.75,25
2,2015,10000,3,0,1,42.57613636,3498,306,2,55,8
4,2011,75020,2,1,1,45.6849,1199,73.9,5,4.1,23
4,2011,157000,2,1,1,25.9785,2982,168.5,7,11.99,14
3,2017,43773,2,1,1,33.12,2179,140,7,13.54,17
6,2016,21000,2,0,1,37.053,2143,201.15,5,56,8
8,2016,23280,3,1,1,43.9875,1199,88.7,5,6.5,21
9,2013,88000,2,1,1,48.438,1248,74,5,4.75,25
4,2014,67000,3,1,1,40.01215909,1591,121.3,5,5.6,22
1,2017,59636,2,0,1,22.5837,3198,197,7,29.2,19
11,2018,11000,3,1,1,43.75227273,1197,81.83,5,6.35,22
6,2013,60669,3,1,1,39.51818182,1497,116.3,5,4.95,21
4,2018,12000,2,1,1,56.718,1498,98.6,5,8.5,21
11,2013,35000,3,1,1,40.22386364,1591,121.3,5,4.5,22
8,2015,65000,2,1,1,50.094,1498,98.6,7,5.5,21
3,2013,39929,2,1,1,42.9939,1248,88.8,7,6.56,25
9,2014,49000,3,1,1,56.61920455,998,67.1,5,2.3,25
9,2004,77757,2,1,2,27.117,2446,75,10,3.5,14
3,2016,21456,3,1,1,47.89227273,1197,78.9,5,4.55,22
2,2009,74000,2,0,2,35.19,1896,105,5,7.75,18
6,2015,37000,3,1,2,43.75227273,1197,81.83,5,5.25,22
1,2013,108640,2,0,1,23.805,2993,235,5,23.29,10
6,2016,38000,2,0,1,46.9683,1995,190,5,23.99,10
9,2010,80000,3,1,1,34.08443182,1399,92.7,5,1.79,29
6,2011,47000,2,0,2,29.4147,2143,203,5,13.9,8
11,2013,31000,2,0,1,36.5976,1968,174.33,5,18.95,9
11,2014,40000,3,1,1,48.24511364,998,67.04,5,2.49,25
10,2016,4152,3,1,1,59.20670455,799,53.3,5,3.15,20
6,2017,51000,2,1,1,44.8362,1498,108.62,5,6.45,23
7,2013,55000,2,1,1,45.6849,1199,73.9,5,4.25,23
4,2014,58500,3,1,1,53.49068182,796,47.3,5,2.75,25
3,2017,58620,3,1,1,43.75227273,1197,81.83,5,7.14,22
6,2012,29605,3,1,1,43.04659091,1197,78.9,5,2.44,14
10,2012,71172,3,1,3,39.98863636,1197,80,5,3.5,22
8,2017,12000,2,1,1,46.6578,1396,88.73,5,7.3,22
11,2014,25000,3,1,1,48.24511364,998,67.04,5,2.75,25
2,2017,43000,2,1,2,46.6578,1396,88.73,5,8.2,22
6,2015,57022,3,0,1,40.48261364,1197,103.6,5,6.51,23
9,2015,92000,2,1,1,41.4,1399,68.05,5,4.25,19
1,2014,33372,3,1,2,43.75227273,1197,85.8,5,6.21,25
3,2016,52625,2,1,1,49.68,1120,70,5,4.58,22
8,2016,215000,2,1,1,29.0214,2179,118.3,7,7.5,17
5,2012,65537,4,1,1,40.15306743,796,38.4,5,2.1,25
1,2014,60138,3,1,1,46.59852273,1086,68.05,5,4.09,22
